varname	code	name
product	3286	all terrain vehicles (four wheels/off road only)
product	3287	all terrain vehicles (# of wheels unspecified/off road)
product	3288	dune buggies/beach buggies
product	3289	darts, for indoor use (activity or equipment)
product	3290	darts, lawn (activity or equipment)
product	3291	darts, not otherwise specified (n.o.s.)
product	3293	water slides, not elsewhere classified
product	3294	water slides, backyard/home (not swimming pool slides)
product	3295	water slides, public (stationary amusement rides)
product	3296	all terr. veh. (more than 4 wheels; exclusively off-rd.
product	3297	in-line skating (activity, apparel or equipment)
product	3299	exercise (activity or apparel, w/o equip)
product	4002	bedding, not specified
product	4003	stools, not specified
product	4004	mirrors or mirror glass
product	4005	filters
product	4008	nonelectric blankets
product	4009	nonbaby mattresses
product	4010	mattresses, not specified
product	4011	inflatable furniture
product	4013	other furniture
product	4014	furniture, not specified
product	4015	upholstered footstools, ottomans or hassocks
product	4016	beach chairs or folding chairs
product	4017	nonupholstered recliner chairs
product	4018	nonupholstered rocking chairs
product	4019	upholstered recliner chairs
product	4020	upholstered rocking chairs
product	4021	other chairs
product	4022	chairs, not specified
product	4023	recliner chairs, not specified
product	4024	rocking chairs, not specified
product	4025	barstools or kitchen stools
product	4026	other stools
product	4030	bathtub or shower enclosures, not specified
product	4032	other ladders
product	4033	ladders, not specified
product	4036	electric table lamps, floor lamps or des
product	4039	other electric lighting equipment
product	4041	electric lighting equipment, not specified
product	4042	lighting equipment, not specified
product	4043	clocks                                  
product	4045	fabrics (not part of finished item)
product	4047	books, magazines, albums or scrapbooks
product	4050	pillows
product	4051	sheets or pillowcases
product	4052	other upholstered chairs
product	4053	upholstered chairs, not specified
product	4054	other bedding
product	4055	drapery or curtain rods, hooks or rings
product	4056	cabinets, racks, room dividers and shelves, nec
product	4057	tables (excl.  baby changing tables, billiard or pool tables
product	4058	bars and bar accessories, not elsewhere classified
product	4059	scales  (excl. baby scales)             
product	4060	fuel-burning lighting equipment
product	4061	electric outlets or receptacles
product	4062	electric wire or wiring systems (excl panelboards recept
product	4063	panelboards, circuit breakers, gfcis, or fuses
product	4064	futons
product	4065	clocks, electric or battery operated
product	4066	scales, electric/battery operated (exclud. baby scales)
product	4067	clocks, not elec. or battery or not specified
product	4068	scales, not elec. or battery or not specified
product	4069	cots
product	4070	floor lamps or table lamps, halogen
product	4071	floor lamps or table lamps, electric (excl halogen)
product	4072	bedsprings or bedframes excl bunk beds &
product	4073	adult bed rails                         
product	4074	chairs, other or not specified          
product	4075	bed rails                               
product	4076	beds or bedframes, other or not spec    
product	4077	extension or straight ladders           
product	4078	ladders, other or not specified        
product	4079	footstools, ottomans or hassocks       
product	4080	stools, other or not specified         
product	4081	cords, electrical, other or not spec   
product	4082	toddler beds                           
product	4083	surge suppressors or power strips
product	4084	residential alternative energy sys for on-site power gen
product	4802	straps, non-stretch, other, or not specified
product	5001	other toy weapons (projectile)
product	5004	toys, not elsewhere classified
product	5005	riding toys, not specified
product	5006	other toy guns
product	5007	toy weapons, not specified
product	5010	crayons or chalk
product	5011	book bags or back carriers (exc. baby carr. luggage, cam
product	5013	toy make-up kits or cosmetics
product	5015	toy caps, cap toys or cap guns
product	5016	balls, other or not specified
product	5017	flying discs and boomerangs
product	5018	doll houses and other play scenes
product	5019	games or game parts (excl marbles & computer games)
product	5020	pretend electronics, tools, housewares & appliances
product	5021	toy vehicles (excluding riding toys)
product	5029	camping equipment(excl. trailers,lighting equip.,sleepin
product	5030	track & field (act., apparel, eqp.; ex.  jog, run fit)
product	5031	snowboarding (activity, apparel or equipment)
product	5032	roller hockey (activity, apparel or equipment)
product	5033	mountain or all-terrain bicycles and accessories
product	5034	softball (activity, apparel or equipment)
product	5035	minibikes, powered
product	5036	two-wheeled, powered, off-road vehicles (incl. dirt bike
product	5037	hammocks
product	5040	bicycles and accessories, (excl.mountain or all-terrain)
product	5041	baseball (activity, apparel or equipment; excl softball)
product	5042	scooters / skateboards, powered
product	5043	portable swimming pools
product	5044	utility vehicles 
product	5555	< 5 poisonings - no other code
