wday,age,school,industry,employment,start,end,n,count
1,30,-1,3,1,13.5,15,0.02026002526018872,1
1,30,-1,3,1,13.5,15.5,0.038770224979687164,1
1,30,-1,3,1,14,16,0.07212314507561388,2
1,30,-1,3,1,14.5,16,0.021421343144710732,1
1,30,-1,3,1,14.5,16.5,0.014578322297435572,1
1,30,-1,3,1,15,15.5,0.02430496501084118,1
1,30,-1,3,1,15,17,0.08712499885594605,2
1,30,-1,3,1,15,18,0.024679099197659798,1
1,30,-1,3,1,15,19.5,0.02188325017023377,1
1,30,-1,3,1,15.5,16,0.02819323684578737,1
1,30,-1,3,1,15.5,18,0.040393646837014276,1
1,30,-1,3,1,16,16.5,0.03543743930661729,1
1,30,-1,3,1,16,17,0.05297143699804189,1
1,30,-1,3,1,16.5,17.5,0.03495508623547899,1
1,30,-1,3,1,17,21,0.010609097835219235,1
1,30,-1,3,1,18,19,0.011843548810479264,1
1,30,-1,3,1,18,20.5,0.025128335948037022,1
1,30,-1,3,1,18.5,4,0.041646997457008214,1
1,30,-1,3,1,19,2.5,0.01689787255906067,1
1,30,-1,3,1,19,5,0.07838614888288067,2
1,30,-1,3,1,19,6,0.040544639753259726,1
1,30,-1,3,1,19,8,0.02416712379643102,1
1,30,-1,3,1,19,21,0.02935939088023551,1
1,30,-1,3,1,19.5,5.5,0.029185887619085058,1
1,30,-1,3,1,19.5,6,0.02274713389278359,1
1,30,-1,3,1,19.5,20.5,0.08305894198005057,2
1,30,-1,3,1,20,4,0.03420519122317881,2
1,30,-1,3,1,20,4.5,0.0281305784327174,1
1,30,-1,3,1,20,5,0.12923389604413352,5
1,30,-1,3,1,20,5.5,0.04939324771718237,1
1,30,-1,3,1,20,6,0.07812357438983296,4
1,30,-1,3,1,20,7,0.10535842199505718,3
1,30,-1,3,1,20,20,0.02016301778225885,1
1,30,-1,3,1,20.5,3,0.021036165321409235,1
1,30,-1,3,1,20.5,4,0.015100305538330474,1
1,30,-1,3,1,20.5,4.5,0.04840328126239571,2
1,30,-1,3,1,20.5,5,0.08804364121725212,3
1,30,-1,3,1,20.5,6,0.04514898272839835,1
1,30,-1,3,1,20.5,6.5,0.030219911910302755,1
1,30,-1,3,1,20.5,8,0.12321752858875519,2
1,30,-1,3,1,21,2,0.020307708385478403,1
1,30,-1,3,1,21,4,0.22482150807419735,7
1,30,-1,3,1,21,4.5,0.09171375381842688,3
1,30,-1,3,1,21,5,0.3116994183289406,12
1,30,-1,3,1,21,5.5,0.14894545959550604,6
1,30,-1,3,1,21,6,0.3076547703520393,9
1,30,-1,3,1,21,6.5,0.0654614470260213,2
1,30,-1,3,1,21,7,0.0711568633550808,3
1,30,-1,3,1,21,7.5,0.07495246055230242,2
1,30,-1,3,1,21,10.5,0.05297143699804189,1
1,30,-1,3,1,21,23.5,0.023253142520800345,1
1,30,-1,3,1,21.5,0.5,0.0170382011446998,1
1,30,-1,3,1,21.5,4,0.12272678702226993,3
1,30,-1,3,1,21.5,4.5,0.07918331124287507,3
1,30,-1,3,1,21.5,5,0.37400388066133317,12
1,30,-1,3,1,21.5,5.5,0.07744221703168942,3
1,30,-1,3,1,21.5,6,0.3037697445000752,8
1,30,-1,3,1,21.5,6.5,0.06430396596632755,2
1,30,-1,3,1,21.5,7,0.17692217843487246,5
1,30,-1,3,1,21.5,8,0.021195152838437537,1
1,30,-1,3,1,21.5,22.5,0.014670923991722335,1
1,30,-1,3,1,22,1,0.01190773903574303,1
1,30,-1,3,1,22,2,0.018835009553676882,1
1,30,-1,3,1,22,4,0.17208362137530267,5
1,30,-1,3,1,22,4.5,0.13711500413211183,3
1,30,-1,3,1,22,5,0.43196160706352066,16
1,30,-1,3,1,22,5.5,0.31484209152007303,11
1,30,-1,3,1,22,6,0.35541058377749324,15
1,30,-1,3,1,22,6.5,0.23232213589626846,11
1,30,-1,3,1,22,7,0.41606505825251205,12
1,30,-1,3,1,22,7.5,0.04856451543730824,3
1,30,-1,3,1,22,8.5,0.023122632121889062,1
1,30,-1,3,1,22,10,0.08347132770565137,2
1,30,-1,3,1,22.5,0,0.07232181382280524,1
1,30,-1,3,1,22.5,1,0.014976031803351065,1
1,30,-1,3,1,22.5,2.5,0.02935939088023551,1
1,30,-1,3,1,22.5,4,0.028960492396283878,2
1,30,-1,3,1,22.5,4.5,0.03317167024168193,1
1,30,-1,3,1,22.5,5,0.1745349366629692,5
1,30,-1,3,1,22.5,5.5,0.1673530133093327,6
1,30,-1,3,1,22.5,6,0.35722343974278625,13
1,30,-1,3,1,22.5,6.5,0.296888136574204,10
1,30,-1,3,1,22.5,7,0.11505146696101223,5
1,30,-1,3,1,22.5,7.5,0.008458637756757701,1
1,30,-1,3,1,22.5,8,0.05351356721645707,3
1,30,-1,3,1,22.5,9.5,0.025425507513633143,1
1,30,-1,3,1,22.5,10,0.023941108554408543,1
1,30,-1,3,1,23,4,0.13258755812910167,5
1,30,-1,3,1,23,4.5,0.040402750178051686,2
1,30,-1,3,1,23,5,0.2931967463722231,9
1,30,-1,3,1,23,5.5,0.14954316541918083,5
1,30,-1,3,1,23,6,0.26504068150233845,10
1,30,-1,3,1,23,6.5,0.22985301511543502,7
1,30,-1,3,1,23,7,0.22268862736424555,5
1,30,-1,3,1,23,7.5,0.025199426622516643,1
1,30,-1,3,1,23,8,0.07157014628496652,2
1,30,-1,3,1,23,9,0.06292491921431712,2
1,30,-1,3,1,23.5,1.5,0.0356615142531943,1
1,30,-1,3,1,23.5,3.5,0.023253142520800345,1
1,30,-1,3,1,23.5,4,0.04118485701248421,2
1,30,-1,3,1,23.5,5,0.028315125330350726,1
1,30,-1,3,1,23.5,5.5,0.1331025387999678,4
1,30,-1,3,1,23.5,6,0.0552885071827818,3
1,30,-1,3,1,23.5,7,0.19627356187907744,3
1,30,-1,3,1,23.5,7.5,0.03543743930661729,1
1,30,-1,3,1,23.5,8,0.053327583333099095,1
1,30,-1,3,1,23.5,9.5,0.03230386945652227,1
1,30,-1,4,1,0,1,0.027554996353727254,1
1,30,-1,4,1,0,1.5,0.02115533301574266,1
1,30,-1,4,1,0,4,0.1215066840212251,4
1,30,-1,4,1,0,4.5,0.029066296852812392,1
1,30,-1,4,1,0,5,0.06955563089153236,2
1,30,-1,4,1,0,5.5,0.04935804521410021,2
1,30,-1,4,1,0,6,0.04951969516660821,3
1,30,-1,4,1,0,6.5,0.0498475832138618,3
1,30,-1,4,1,0,7,0.22359189324886344,5
1,30,-1,4,1,0,7.5,0.19168915434548947,4
1,30,-1,4,1,0,8,0.06087253158797732,3
1,30,-1,4,1,0,8.5,0.0765906096897213,1
1,30,-1,4,1,0,9,0.06626651645467319,3
1,30,-1,4,1,0.5,2.5,0.01361171962577617,1
1,30,-1,4,1,0.5,4,0.016106304960745513,1
1,30,-1,4,1,0.5,5,0.14156772687743993,4
1,30,-1,4,1,0.5,6,0.03471505855905518,2
1,30,-1,4,1,0.5,6.5,0.054346172792878365,2
1,30,-1,4,1,0.5,8,0.05282679016088501,3
1,30,-1,4,1,0.5,10,0.042389423061277694,1
1,30,-1,4,1,1,3,0.036075606855239604,2
1,30,-1,4,1,1,3.5,0.027554996353727254,1
1,30,-1,4,1,1,7,0.031013470864469848,1
1,30,-1,4,1,1,7.5,0.021843371992788657,1
1,30,-1,4,1,1,8,0.03321739118849481,1
1,30,-1,4,1,1,9,0.06579990457741207,2
1,30,-1,4,1,1,10,0.05343754556558219,1
1,30,-1,4,1,1.5,6,0.010757654440642176,1
1,30,-1,4,1,1.5,6.5,0.04267283749450478,1
1,30,-1,4,1,1.5,7,0.029763285989676418,2
1,30,-1,4,1,1.5,8,0.02262286015780418,1
1,30,-1,4,1,1.5,9,0.035284987521615845,1
1,30,-1,4,1,1.5,9.5,0.01807536200374289,1
1,30,-1,4,1,2,2.5,0.028829471393307996,1
1,30,-1,4,1,2,3,0.029591445838907802,1
1,30,-1,4,1,2,4,0.02115533301574266,1
1,30,-1,4,1,2,5.5,0.02750906387094476,1
1,30,-1,4,1,2,7,0.02694027282601377,1
1,30,-1,4,1,2,7.5,0.012752635581433575,1
1,30,-1,4,1,2,10,0.03958088187567451,1
1,30,-1,4,1,2,11,0.045175264249037596,1
1,30,-1,4,1,2.5,3,0.028829471393307996,1
1,30,-1,4,1,2.5,3.5,0.060948152049944304,2
1,30,-1,4,1,2.5,12,0.10357968167562309,1
1,30,-1,4,1,3,4,0.044370158348666804,2
1,30,-1,4,1,3,8.5,0.017201630917090108,1
1,30,-1,4,1,3,15,0.07367287217773191,1
1,30,-1,4,1,3.5,4,0.013594628978299692,1
1,30,-1,4,1,3.5,4.5,0.029591445838907802,1
1,30,-1,4,1,3.5,5,0.04116671597950342,2
1,30,-1,4,1,3.5,6,0.014043515600175478,1
1,30,-1,4,1,3.5,6.5,0.010491396303985583,1
1,30,-1,4,1,4,5,0.02317535563873071,1
1,30,-1,4,1,4,5.5,0.025584210551254025,1
1,30,-1,4,1,4,7,0.04733643242416813,1
1,30,-1,4,1,4.5,7,0.028829471393307996,1
1,30,-1,4,1,5,8,0.01550779675925491,1
1,30,-1,4,1,5,9.5,0.02070825539112431,1
1,30,-1,4,1,5,11,0.031395198463163417,1
1,30,-1,4,1,5.5,7,0.014483386413139218,1
1,30,-1,4,1,5.5,9.5,0.022593347242870408,1
1,30,-1,4,1,5.5,11,0.02657727710214717,1
1,30,-1,4,1,5.5,12,0.032086293770253224,2
1,30,-1,4,1,6,7,0.015243296559449292,1
1,30,-1,4,1,6.5,8.5,0.017656571844303273,1
1,30,-1,4,1,6.5,14,0.021632419570671822,1
1,30,-1,4,1,6.5,14.5,0.025786730711961206,1
1,30,-1,4,1,7,8,0.05147832129800022,1
1,30,-1,4,1,7,10.5,0.018377099828545268,1
1,30,-1,4,1,8,12,0.12983931928352754,1
1,30,-1,4,1,8,15,0.01338077340735843,1
1,30,-1,4,1,8,16,0.06631877313351292,1
1,30,-1,4,1,8,18,0.013293751886063347,1
1,30,-1,4,1,8.5,14,0.022552673981953274,1
1,30,-1,4,1,9,11,0.04347275711644801,2
1,30,-1,4,1,9,12.5,0.01550779675925491,1
1,30,-1,4,1,9,14,0.051581383081267466,1
1,30,-1,4,1,9,15,0.028387091326083944,1
1,30,-1,4,1,9.5,16.5,0.0161757689965622,1
1,30,-1,4,1,10,16,0.02059781173195173,1
1,30,-1,4,1,11,11.5,0.029591445838907802,1
1,30,-1,4,1,11,12,0.02243333122336913,1
1,30,-1,4,1,11,13,0.05147832129800022,1
1,30,-1,4,1,11,14,0.10121098941995231,2
1,30,-1,4,1,11,18.5,0.0940970347616576,1
1,30,-1,4,1,11,20,0.020692696555841623,1
1,30,-1,4,1,11.5,13.5,0.0230075565544162,1
1,30,-1,4,1,12,13,0.009581412328746335,1
1,30,-1,4,1,12,14.5,0.10357968167562309,1
1,30,-1,4,1,12,15,0.02358240190468457,1
1,30,-1,4,1,12,15.5,0.05088261412452113,1
1,30,-1,4,1,12,16,0.0177419375495603,1
1,30,-1,4,1,12.5,13,0.015243296559449292,1
1,30,-1,4,1,12.5,13.5,0.02431290855121757,1
1,30,-1,4,1,12.5,14.5,0.04958829117551508,2
1,30,-1,4,1,12.5,15,0.02191376970460918,1
1,30,-1,4,1,13,14,0.007572725115992364,1
1,30,-1,4,1,13,14.5,0.029648888796175093,2
1,30,-1,4,1,13,15,0.045566022245330774,2
1,30,-1,4,1,13,16,0.017656571844303273,1
1,30,-1,4,1,13.5,14.5,0.011732915498368406,1
1,30,-1,4,1,13.5,15,0.0319889799298846,2
1,30,-1,4,1,13.5,15.5,0.034690710039517625,2
1,30,-1,4,1,13.5,16,0.014991824057634707,1
1,30,-1,4,1,13.5,16.5,0.015414319743714551,1
1,30,-1,4,1,13.5,18,0.018197899684902662,1
1,30,-1,4,1,14,15,0.021035005520748218,1
1,30,-1,4,1,14,15.5,0.08005570746461611,4
1,30,-1,4,1,14,16,0.02335658360994415,2
1,30,-1,4,1,14,17,0.040918752057047,3
1,30,-1,4,1,14,21.5,0.015005471774847038,1
1,30,-1,4,1,14,22,0.08388495346969475,1
1,30,-1,4,1,14.5,15.5,0.06530536995216121,2
1,30,-1,4,1,14.5,16.5,0.021843371992788657,1
1,30,-1,4,1,14.5,17.5,0.04759030476508633,1
1,30,-1,4,1,14.5,20,0.07950834720171068,1
1,30,-1,4,1,15,15,0.018954841033294288,1
1,30,-1,4,1,15,16,0.05393989243302141,3
1,30,-1,4,1,15,16.5,0.04732031192441439,2
1,30,-1,4,1,15,17,0.101134982357765,2
1,30,-1,4,1,15,17.5,0.01949497260151376,1
1,30,-1,4,1,15.5,17,0.022517967494248163,1
1,30,-1,4,1,15.5,21,0.022085879746097655,1
1,30,-1,4,1,16,17,0.0765906096897213,1
1,30,-1,4,1,16,17.5,0.06279602815972497,3
1,30,-1,4,1,16,18.5,0.02832767889599606,1
1,30,-1,4,1,16,22,0.07367287217773191,1
1,30,-1,4,1,16.5,17.5,0.034017646350251916,1
1,30,-1,4,1,17,20,0.018872466008987048,1
1,30,-1,4,1,17,22.5,0.014987075439833944,1
1,30,-1,4,1,17.5,19,0.03343023503395379,2
1,30,-1,4,1,17.5,21,0.024365960313529316,1
1,30,-1,4,1,17.5,22,0.020103802299453025,1
1,30,-1,4,1,18,0,0.03344181626357325,1
1,30,-1,4,1,18,2,0.025526337227703713,1
1,30,-1,4,1,18,18.5,0.018516843407813247,2
1,30,-1,4,1,19,6.5,0.061905972331692614,1
1,30,-1,4,1,19,19,0.035284987521615845,1
1,30,-1,4,1,19.5,3,0.028861588388971217,1
1,30,-1,4,1,19.5,5,0.06122820379068882,2
1,30,-1,4,1,20,3,0.04997144846558953,2
1,30,-1,4,1,20,4,0.07414418161238734,3
1,30,-1,4,1,20,4.5,0.09920307540763902,1
1,30,-1,4,1,20,5,0.21657250246333232,6
1,30,-1,4,1,20,5.5,0.01491723939248448,1
1,30,-1,4,1,20,6,0.014209615102389253,1
1,30,-1,4,1,20,6.5,0.02593377009387791,1
1,30,-1,4,1,20,7,0.05640255771960958,2
1,30,-1,4,1,20,8,0.011930533860055447,1
1,30,-1,4,1,20,22,0.0220189541419164,1
1,30,-1,4,1,20.5,2,0.024037182356334574,1
1,30,-1,4,1,20.5,3,0.036509882906524106,2
1,30,-1,4,1,20.5,3.5,0.013064600076215481,1
1,30,-1,4,1,20.5,4,0.025732840100114764,1
1,30,-1,4,1,20.5,4.5,0.08448861147789402,3
1,30,-1,4,1,20.5,5,0.0983878887241643,5
1,30,-1,4,1,20.5,5.5,0.0239642899789413,1
1,30,-1,4,1,20.5,6,0.02682452617891315,2
1,30,-1,4,1,20.5,6.5,0.019976939072431726,1
1,30,-1,4,1,20.5,7.5,0.037700881475886835,1
1,30,-1,4,1,20.5,22,0.012403382401248447,1
1,30,-1,4,1,21,1,0.013880611020537332,1
1,30,-1,4,1,21,3,0.0892539260315691,5
1,30,-1,4,1,21,3.5,0.07281505734920704,3
1,30,-1,4,1,21,4,0.09800863390801215,5
1,30,-1,4,1,21,4.5,0.11017023799032959,4
1,30,-1,4,1,21,5,0.2209862661185316,9
1,30,-1,4,1,21,5.5,0.33742960328791943,10
1,30,-1,4,1,21,6,0.3510955636540435,16
1,30,-1,4,1,21,6.5,0.11067785137397794,5
1,30,-1,4,1,21,7,0.2398572076096686,5
1,30,-1,4,1,21,7.5,0.044233243515916704,2
1,30,-1,4,1,21,8,0.16876967699221646,7
1,30,-1,4,1,21,9,0.04198767978325187,2
1,30,-1,4,1,21.5,1,0.029591445838907802,1
1,30,-1,4,1,21.5,3,0.020153761260002064,1
1,30,-1,4,1,21.5,4,0.041584499519501404,2
1,30,-1,4,1,21.5,4.5,0.09496946016077376,2
1,30,-1,4,1,21.5,5,0.31005201193983056,12
1,30,-1,4,1,21.5,5.5,0.10223068761998615,6
1,30,-1,4,1,21.5,6,0.18502720828820837,10
1,30,-1,4,1,21.5,6.5,0.02270783926284087,1
1,30,-1,4,1,21.5,7,0.023490091984149003,1
1,30,-1,4,1,21.5,7.5,0.022517967494248163,1
1,30,-1,4,1,21.5,9,0.04052419370764446,1
1,30,-1,4,1,21.5,9.5,0.02609339221881507,1
1,30,-1,4,1,21.5,10.5,0.034897008670302834,1
1,30,-1,4,1,21.5,12,0.03576493345930676,1
1,30,-1,4,1,22,1.5,0.028829471393307996,1
1,30,-1,4,1,22,2.5,0.017201630917090108,1
1,30,-1,4,1,22,3,0.03492113835952699,2
1,30,-1,4,1,22,4,0.06525029765662241,2
1,30,-1,4,1,22,4.5,0.08575883391505104,4
1,30,-1,4,1,22,5,0.2316507353173846,10
1,30,-1,4,1,22,5.5,0.22941784915420935,9
1,30,-1,4,1,22,6,0.4030520583641961,17
1,30,-1,4,1,22,6.5,0.3854448692272832,13
1,30,-1,4,1,22,7,0.2805185933351268,11
1,30,-1,4,1,22,7.5,0.06761264383320462,2
1,30,-1,4,1,22,8,0.01973712293197754,1
1,30,-1,4,1,22,8.5,0.01891817966145614,1
1,30,-1,4,1,22,10,0.05279767114051536,2
1,30,-1,4,1,22,11,0.02832767889599606,1
1,30,-1,4,1,22.5,0,0.027554996353727254,1
1,30,-1,4,1,22.5,4,0.03965351165669171,1
1,30,-1,4,1,22.5,4.5,0.22436138086855664,2
1,30,-1,4,1,22.5,5,0.22389606009014457,10
1,30,-1,4,1,22.5,5.5,0.11944708958323069,6
1,30,-1,4,1,22.5,6,0.3258719475286837,15
1,30,-1,4,1,22.5,6.5,0.057740106949855756,3
1,30,-1,4,1,22.5,7,0.3028664275550509,11
1,30,-1,4,1,22.5,7.5,0.1068778483931132,5
1,30,-1,4,1,22.5,8,0.0767127388876294,2
1,30,-1,4,1,22.5,8.5,0.027702145150800658,1
1,30,-1,4,1,22.5,10,0.0376056829952144,1
1,30,-1,4,1,22.5,11,0.012403382401248447,1
1,30,-1,4,1,22.5,23.5,0.02070825539112431,1
1,30,-1,4,1,23,1,0.010491396303985583,1
1,30,-1,4,1,23,3.5,0.015509022209009946,1
1,30,-1,4,1,23,4,0.03795352107270621,2
1,30,-1,4,1,23,4.5,0.23949768399344126,7
1,30,-1,4,1,23,5,0.15590316211568994,7
1,30,-1,4,1,23,5.5,0.1700835305466934,9
1,30,-1,4,1,23,6,0.7819073778962145,28
1,30,-1,4,1,23,6.5,0.14316230689946102,7
1,30,-1,4,1,23,7,0.31566204141003606,12
1,30,-1,4,1,23,7.5,0.14208727380751232,3
1,30,-1,4,1,23,8,0.14046035066517082,4
1,30,-1,4,1,23,8.5,0.018630738750462505,1
1,30,-1,4,1,23,9,0.13359562185080645,7
1,30,-1,4,1,23,9.5,0.010933484597458435,1
1,30,-1,4,1,23,11.5,0.03576764695519291,1
1,30,-1,4,1,23,12,0.07939045601753876,2
1,30,-1,4,1,23.5,0.5,0.010721649559744226,1
1,30,-1,4,1,23.5,3.5,0.071289890302596165,2
1,30,-1,4,1,23.5,4,0.049304081658815974,2
1,30,-1,4,1,23.5,4.5,0.0445138131550696,2
1,30,-1,4,1,23.5,5.5,0.07847073409335324,2
1,30,-1,4,1,23.5,6,0.18829403850481974,3
1,30,-1,4,1,23.5,6.5,0.10894543013754669,5
1,30,-1,4,1,23.5,7,0.09022579521943765,5
1,30,-1,4,1,23.5,8,0.02682781592795792,1
1,30,-1,4,1,23.5,8.5,0.014344356220692923,1
1,30,-1,4,1,23.5,10,0.07367287217773191,1
1,30,-1,5,1,0,1.5,0.015592316320633463,1
1,30,-1,5,1,0,3.5,0.047995279437406675,2
1,30,-1,5,1,0,4,0.01687651472047291,1
1,30,-1,5,1,0,4.5,0.02169407865864394,1
1,30,-1,5,1,0,5,0.07572873920605476,5
1,30,-1,5,1,0,5.5,0.024397573999471723,2
1,30,-1,5,1,0,6,0.1504099085244924,8
1,30,-1,5,1,0,6.5,0.07527886055342489,4
1,30,-1,5,1,0,7,0.2749274861221209,12
1,30,-1,5,1,0,7.5,0.042331214197913504,2
1,30,-1,5,1,0,8,0.1607982211621794,7
1,30,-1,5,1,0,8.5,0.12236134039889325,5
1,30,-1,5,1,0,9,0.14810465517667606,4
1,30,-1,5,1,0,9.5,0.07596796450466277,2
1,30,-1,5,1,0,10,0.020655889297127878,1
1,30,-1,5,1,0,12,0.05766865885253092,1
1,30,-1,5,1,0.5,2,0.02138842377123171,1
1,30,-1,5,1,0.5,6,0.041655619371356145,1
1,30,-1,5,1,0.5,6.5,0.03760280172942131,2
1,30,-1,5,1,0.5,7,0.02626984968919641,2
1,30,-1,5,1,0.5,7.5,0.12866250821281686,2
1,30,-1,5,1,0.5,8,0.09142790307437727,5
1,30,-1,5,1,0.5,9,0.07877851892914922,3
1,30,-1,5,1,0.5,9.5,0.019331739776405517,1
1,30,-1,5,1,0.5,12,0.024515129643829774,1
1,30,-1,5,1,1,1.5,0.028138631388250488,1
1,30,-1,5,1,1,4,0.023267898978267233,2
1,30,-1,5,1,1,6,0.01114351793225899,1
1,30,-1,5,1,1,6.5,0.04861518924354772,2
1,30,-1,5,1,1,7,0.08864387817821859,5
1,30,-1,5,1,1,8,0.01567000837623396,1
1,30,-1,5,1,1,9,0.020445549599888563,1
1,30,-1,5,1,1,9.5,0.027642499301711813,1
1,30,-1,5,1,1,10,0.014525255946436265,1
1,30,-1,5,1,1,11,0.04979121252513016,1
1,30,-1,5,1,1.5,3.5,0.015592316320633463,1
1,30,-1,5,1,1.5,5.5,0.01206715691905435,1
1,30,-1,5,1,1.5,6,0.04512132987112847,2
1,30,-1,5,1,1.5,7,0.10988262930942902,2
1,30,-1,5,1,1.5,8.5,0.028401366356861354,1
1,30,-1,5,1,1.5,9,0.09509007213517563,2
1,30,-1,5,1,1.5,12.5,0.08169665033570273,1
1,30,-1,5,1,2,4,0.04247207527064857,2
1,30,-1,5,1,2,4.5,0.06461115266593358,1
1,30,-1,5,1,2,5,0.03477266199188563,2
1,30,-1,5,1,2,5.5,0.10357968167562309,1
1,30,-1,5,1,2,6,0.013049690437529215,1
1,30,-1,5,1,2,8.5,0.034051966237736694,1
1,30,-1,5,1,2,10,0.16783167544251834,4
1,30,-1,5,1,2,10.5,0.033394308202534286,2
1,30,-1,5,1,2.5,4,0.005604173571018942,1
1,30,-1,5,1,2.5,5,0.018877944061165806,1
1,30,-1,5,1,2.5,5.5,0.026460297710947735,1
1,30,-1,5,1,2.5,6,0.007351918035428788,1
1,30,-1,5,1,2.5,9,0.02138842377123171,1
1,30,-1,5,1,2.5,10,0.024900854542914772,1
1,30,-1,5,1,3,5.5,0.009584877142041823,1
1,30,-1,5,1,3,6,0.055134370404367174,3
1,30,-1,5,1,3,8,0.053630758143626125,1
1,30,-1,5,1,3,8.5,0.011549127212488195,1
1,30,-1,5,1,3,9,0.028292680634539748,1
1,30,-1,5,1,3,9.5,0.04061889617293986,1
1,30,-1,5,1,3.5,6,0.03546354576300582,2
1,30,-1,5,1,3.5,9,0.015592316320633463,1
1,30,-1,5,1,4,7,0.01865193611348711,2
1,30,-1,5,1,4,12.5,0.011906798065395413,1
1,30,-1,5,1,4.5,6.5,0.005604173571018942,1
1,30,-1,5,1,4.5,8,0.014333443882398083,1
1,30,-1,5,1,5,7,0.03069706411432594,1
1,30,-1,5,1,5,8,0.016540457008185752,1
1,30,-1,5,1,5.5,7,0.018877944061165806,1
1,30,-1,5,1,5.5,9,0.016468695254078375,1
1,30,-1,5,1,5.5,9.5,0.008576149635053073,1
1,30,-1,5,1,5.5,10,0.04624230274020345,1
1,30,-1,5,1,6,7.5,0.032883266477309346,1
1,30,-1,5,1,6,10,0.08502772913232808,2
1,30,-1,5,1,6.5,8.5,0.018334712396839845,1
1,30,-1,5,1,6.5,14.5,0.023435180164173362,1
1,30,-1,5,1,7,8,0.028138631388250488,1
1,30,-1,5,1,7,9,0.018877944061165806,1
1,30,-1,5,1,7.5,12.5,0.01567000837623396,1
1,30,-1,5,1,8,9.5,0.009731624750207328,1
1,30,-1,5,1,8,10,0.019667279590284293,1
1,30,-1,5,1,8,10.5,0.01527682136346205,1
1,30,-1,5,1,8,14,0.031209265640211897,1
1,30,-1,5,1,8,20,0.01067082986662915,1
1,30,-1,5,1,8.5,10,0.019976785891212347,1
1,30,-1,5,1,8.5,12,0.01792053226266917,1
1,30,-1,5,1,8.5,15,0.013054584942205577,1
1,30,-1,5,1,8.5,21,0.01959188525297449,1
1,30,-1,5,1,9,15,0.026048232936473254,1
1,30,-1,5,1,9,17,0.02857000429071056,1
1,30,-1,5,1,10,16,0.020250936507838872,1
1,30,-1,5,1,10,17,0.009584877142041823,1
1,30,-1,5,1,10.5,11.5,0.0230299210124456,1
1,30,-1,5,1,11,12.5,0.010636371386612557,1
1,30,-1,5,1,11,13,0.01947053654985085,1
1,30,-1,5,1,11,14,0.018877944061165806,1
1,30,-1,5,1,11.5,12.5,0.08581341748955658,2
1,30,-1,5,1,11.5,13.5,0.012030057886589405,1
1,30,-1,5,1,11.5,14,0.012940508699830572,1
1,30,-1,5,1,11.5,14.5,0.04478634442737697,1
1,30,-1,5,1,12,12.5,0.0669722150380105,1
1,30,-1,5,1,12,13,0.08210926948030448,2
1,30,-1,5,1,12,14,0.06640035307434815,3
1,30,-1,5,1,12,16,0.009899525955334757,1
1,30,-1,5,1,12,17,0.010083999909530286,1
1,30,-1,5,1,12.5,14.5,0.058444259132311716,3
1,30,-1,5,1,12.5,15,0.12793539343614155,3
1,30,-1,5,1,12.5,17,0.011513093154215125,1
1,30,-1,5,1,13,14,0.06489082510080153,2
1,30,-1,5,1,13,15,0.037527108324016525,2
1,30,-1,5,1,13,16.5,0.015133181145746813,1
1,30,-1,5,1,13.5,14.5,0.14419857784856294,2
1,30,-1,5,1,13.5,15,0.04654155319377686,2
1,30,-1,5,1,13.5,16,0.019707639194418886,1
1,30,-1,5,1,13.5,19.5,0.01120425063857105,1
1,30,-1,5,1,14,15,0.07069397888749124,2
1,30,-1,5,1,14,15.5,0.009080961990689916,1
1,30,-1,5,1,14,16,0.03140047956806012,2
1,30,-1,5,1,14,17,0.01588395877364436,1
1,30,-1,5,1,14,18,0.019155377132493316,1
1,30,-1,5,1,14.5,15,0.048643928958040816,2
1,30,-1,5,1,14.5,15.5,0.05353677781836495,2
1,30,-1,5,1,14.5,16.5,0.01650559733926126,1
1,30,-1,5,1,15,15.5,0.03639072980087824,2
1,30,-1,5,1,15,16,0.06746234387961826,4
1,30,-1,5,1,15,16.5,0.03958572531994441,2
1,30,-1,5,1,15,17,0.06335308260551399,3
1,30,-1,5,1,15,17.5,0.07297856006503514,2
1,30,-1,5,1,15,18,0.022565716268631866,1
1,30,-1,5,1,15.5,16,0.030041864272977385,1
1,30,-1,5,1,15.5,16.5,0.11863041485362487,2
1,30,-1,5,1,15.5,17,0.0252004624193334,1
1,30,-1,5,1,16,16.5,0.019123537321893733,1
1,30,-1,5,1,16,17,0.10881815842727371,5
1,30,-1,5,1,16,17.5,0.011906798065395413,1
1,30,-1,5,1,16,19.5,0.04927957995805904,2
1,30,-1,5,1,16.5,17,0.07186615075555786,3
1,30,-1,5,1,16.5,18,0.013829477670639717,1
1,30,-1,5,1,16.5,19,0.07100220138391401,2
1,30,-1,5,1,17,17.5,0.07444064562663681,2
1,30,-1,5,1,17,19,0.040993694145042454,2
1,30,-1,5,1,17,20.5,0.030374282107718333,1
1,30,-1,5,1,17.5,18,0.020917136219607627,1
1,30,-1,5,1,17.5,18.5,0.026889613608461854,1
1,30,-1,5,1,18,2,0.015054197991297261,1
1,30,-1,5,1,18,5,0.02915559420936683,1
1,30,-1,5,1,18,10.5,0.008275564316567927,1
1,30,-1,5,1,18,19,0.05391285230062904,1
1,30,-1,5,1,18,20,0.030610122830812436,1
1,30,-1,5,1,18,22.5,0.0226504619546676,1
1,30,-1,5,1,18.5,20.5,0.027172962392594924,2
1,30,-1,5,1,19,4,0.01771397832985166,1
